iter	Passed	Remaining
1681	11213	2119
1682	11219	2113
1683	11225	2106
1684	11232	2099
1685	11238	2093
1686	11245	2086
1687	11251	2079
1688	11257	2072
1689	11264	2066
1690	11271	2059
1691	11277	2052
1692	11283	2046
1693	11290	2039
1694	11296	2032
1695	11303	2026
1696	11309	2019
1697	11316	2012
1698	11323	2006
1699	11329	1999
1700	11335	1992
1701	11341	1985
1702	11347	1979
1703	11353	1972
1704	11360	1965
1705	11366	1958
1706	11372	1952
1707	11378	1945
1708	11384	1938
1709	11391	1931
1710	11397	1925
1711	11404	1918
1712	11410	1911
1713	11416	1905
1714	11423	1898
1715	11430	1891
1716	11436	1884
1717	11442	1878
1718	11448	1871
1719	11454	1864
1720	11460	1857
1721	11467	1851
1722	11474	1844
1723	11480	1837
1724	11486	1831
1725	11493	1824
1726	11499	1817
1727	11505	1811
1728	11511	1804
1729	11518	1797
1730	11525	1791
1731	11532	1784
1732	11538	1777
1733	11545	1771
1734	11551	1764
1735	11557	1757
1736	11564	1750
1737	11570	1744
1738	11577	1737
1739	11583	1730
1740	11589	1724
1741	11595	1717
1742	11602	1710
1743	11609	1704
1744	11615	1697
1745	11621	1690
1746	11628	1684
1747	11634	1677
1748	11641	1670
1749	11647	1663
1750	11653	1657
1751	11659	1650
1752	11666	1643
1753	11672	1637
1754	11678	1630
1755	11684	1623
1756	11690	1616
1757	11696	1610
1758	11702	1603
1759	11708	1596
1760	11714	1589
1761	11722	1583
1762	11728	1576
1763	11734	1569
1764	11741	1563
1765	11747	1556
1766	11753	1549
1767	11759	1543
1768	11765	1536
1769	11772	1529
1770	11778	1523
1771	11785	1516
1772	11791	1509
1773	11797	1502
1774	11804	1496
1775	11810	1489
1776	11816	1482
1777	11822	1476
1778	11828	1469
1779	11835	1462
1780	11842	1456
1781	11848	1449
1782	11855	1442
1783	11861	1436
1784	11867	1429
1785	11875	1422
1786	11881	1416
1787	11887	1409
1788	11893	1402
1789	11900	1396
1790	11907	1389
1791	11916	1383
1792	11924	1376
1793	11932	1370
1794	11938	1363
1795	11945	1356
1796	11951	1350
1797	11957	1343
1798	11963	1336
1799	11970	1330
1800	11976	1323
1801	11982	1316
1802	11989	1309
1803	11995	1303
1804	12001	1296
1805	12007	1289
1806	12050	1287
1807	12065	1281
1808	12071	1274
1809	12077	1267
1810	12083	1261
1811	12089	1254
1812	12093	1247
1813	12099	1240
1814	12105	1233
1815	12111	1227
1816	12117	1220
1817	12124	1213
1818	12130	1207
1819	12136	1200
1820	12142	1193
1821	12148	1186
1822	12154	1180
1823	12160	1173
1824	12166	1166
1825	12172	1159
1826	12180	1153
1827	12186	1146
1828	12194	1140
1829	12205	1133
1830	12212	1127
1831	12219	1120
1832	12226	1113
1833	12232	1107
1834	12238	1100
1835	12244	1093
1836	12250	1087
1837	12257	1080
1838	12264	1073
1839	12270	1066
1840	12276	1060
1841	12282	1053
1842	12288	1046
1843	12294	1040
1844	12301	1033
1845	12307	1026
1846	12313	1020
1847	12319	1013
1848	12326	1006
1849	12333	999
1850	12339	993
1851	12344	986
1852	12350	979
1853	12357	973
1854	12363	966
1855	12370	959
1856	12376	953
1857	12382	946
1858	12388	939
1859	12394	932
1860	12401	926
1861	12408	919
1862	12414	912
1863	12420	906
1864	12428	899
1865	12433	892
1866	12441	886
1867	12447	879
1868	12453	872
1869	12460	866
1870	12467	859
1871	12473	852
1872	12479	846
1873	12486	839
1874	12493	832
1875	12499	826
1876	12505	819
1877	12511	812
1878	12517	806
1879	12523	799
1880	12530	792
1881	12536	786
1882	12542	779
1883	12549	772
1884	12554	765
1885	12560	759
1886	12567	752
1887	12572	745
1888	12579	739
1889	12585	732
1890	12591	725
1891	12598	719
1892	12604	712
1893	12610	705
1894	12616	699
1895	12621	692
1896	12628	685
1897	12632	678
1898	12638	672
1899	12644	665
1900	12650	658
1901	12656	652
1902	12663	645
1903	12669	638
1904	12677	632
1905	12685	625
1906	12692	618
1907	12701	612
1908	12707	605
1909	12713	599
1910	12721	592
1911	12729	585
1912	12735	579
1913	12741	572
1914	12748	565
1915	12754	559
1916	12760	552
1917	12766	545
1918	12773	539
1919	12778	532
1920	12784	525
1921	12791	519
1922	12797	512
1923	12803	505
1924	12810	499
1925	12816	492
1926	12823	485
1927	12829	479
1928	12836	472
1929	12842	465
1930	12848	459
1931	12854	452
1932	12860	445
1933	12866	439
1934	12873	432
1935	12879	425
1936	12886	419
1937	12892	412
1938	12898	405
1939	12904	399
1940	12910	392
1941	12917	385
1942	12924	379
1943	12930	372
1944	12937	365
1945	12943	359
1946	12949	352
1947	12956	345
1948	12962	339
1949	12969	332
1950	12975	325
1951	12981	319
1952	12988	312
1953	12995	305
1954	13001	299
1955	13007	292
1956	13014	285
1957	13020	279
1958	13027	272
1959	13032	265
1960	13039	259
1961	13046	252
1962	13052	246
1963	13059	239
1964	13066	232
1965	13072	226
1966	13078	219
1967	13084	212
1968	13090	206
1969	13097	199
1970	13104	192
1971	13110	186
1972	13116	179
1973	13123	172
1974	13129	166
1975	13135	159
1976	13141	152
1977	13148	146
1978	13154	139
1979	13160	132
1980	13167	126
1981	13174	119
1982	13180	112
1983	13187	106
1984	13194	99
1985	13201	93
1986	13207	86
1987	13214	79
1988	13221	73
1989	13227	66
1990	13233	59
1991	13240	53
1992	13246	46
1993	13252	39
1994	13259	33
1995	13264	26
1996	13271	19
1997	13277	13
1998	13284	6
1999	13326	0
